sub_folder_name,model_name,precision_class,recall_class,f1_class,n_classes,precision_rel,recall_rel,f1_rel,score_rel,max_score,n_rel,exception_occurred
Facepage,few-mlx-community-gemma-3-4b-it-5bit,1.0,0.4,0.57,10,0.4,0.2,0.27,2,50,10,False
Facepage,few2-codestral-2508,1.0,0.5,0.67,10,0.5,0.2,0.29,4,50,10,False
EUScienceConnect,cot-gpt-5-nano,0.6,0.6,0.6,10,0.3,0.38,0.33,4,40,8,False
Facepage,cot-mistral-small-2506,1.0,0.6,0.75,10,0.67,0.2,0.31,5,50,10,False
Facepage,few-claude-3-7-sonnet-20250219,1.0,0.8,0.89,10,0.86,0.6,0.71,21,50,10,False
Facepage,few-gpt-4o,1.0,0.6,0.75,10,0.67,0.4,0.5,6,50,10,False
Facepage,few-codestral-2508,1.0,0.8,0.89,10,0.8,0.4,0.53,9,50,10,False
Facepage,cot-deepseek-chat,1.0,0.6,0.75,10,0.8,0.4,0.53,6,50,10,False
Facepage,few-mistral-large-2411,0.89,0.8,0.84,10,0.6,0.6,0.6,9,50,10,False
Facepage,gpt-4o,0.86,0.6,0.71,10,0.62,0.5,0.56,12,50,10,False
Facepage,few2-gpt-5-mini,1.0,0.7,0.82,10,0.78,0.7,0.74,13,50,10,False
Facepage,gpt-4-turbo,1.0,0.6,0.75,10,0.62,0.5,0.56,21,50,10,False
Facepage,few-gpt-5-mini,1.0,0.6,0.75,10,0.6,0.3,0.4,7,50,10,False
Facepage,cot-claude-sonnet-4-5-20250929,0.89,0.8,0.84,10,0.43,0.3,0.35,6,50,10,False
Facepage,cot-mlx-community-gemma-3-4b-it-5bit,1.0,0.6,0.75,10,0.25,0.1,0.14,5,50,10,False
Facepage,few2-gemini-2.5-flash,1.0,0.6,0.75,10,0.67,0.4,0.5,18,50,10,False
Facepage,cot-codestral-2508,1.0,0.4,0.57,10,0.67,0.2,0.31,4,50,10,False
Facepage,few-gpt-4o-mini,1.0,0.6,0.75,10,0.67,0.4,0.5,7,50,10,False
Facepage,cot2-mistral-small-2506,0.46,0.6,0.52,10,0.33,0.3,0.32,6,50,10,False
Facepage,cot-gpt-4o,0.75,0.6,0.67,10,0.57,0.4,0.47,6,50,10,False
Facepage,few-o3-mini,1.0,0.5,0.67,10,0.14,0.1,0.12,1,50,10,False
Facepage,mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.6,0.75,10,0.5,0.2,0.29,6,50,10,False
Facepage,cot-mlx-community-phi-4-8bit,0.86,0.6,0.71,10,0.62,0.5,0.56,8,50,10,False
Facepage,mistral-large-2411,1.0,0.7,0.82,10,0.6,0.3,0.4,8,50,10,False
Facepage,few2-gpt-4o,1.0,0.6,0.75,10,0.67,0.4,0.5,8,50,10,False
Facepage,cot-gemini-2.5-flash,1.0,0.6,0.75,10,0.5,0.2,0.29,4,50,10,False
Facepage,few-gpt-5-nano,1.0,0.6,0.75,10,0.67,0.2,0.31,4,50,10,False
Facepage,few2-mistral-large-2411,1.0,0.7,0.82,10,0.38,0.3,0.33,6,50,10,False
Facepage,cot2-mlx-community-phi-4-8bit,0.35,0.8,0.48,10,0.28,0.5,0.36,8,50,10,False
Facepage,few2-gpt-5-nano,0.86,0.6,0.71,10,0.67,0.4,0.5,13,50,10,False
Facepage,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,10,True
Facepage,gpt-3.5-turbo,1.0,0.3,0.46,10,0.5,0.1,0.17,3,50,10,False
Facepage,mlx-community-phi-4-8bit,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,10,True
Facepage,cot2-gemini-2.5-flash,0.7,0.7,0.7,10,0.29,0.2,0.24,5,50,10,False
Facepage,few-gpt-5,1.0,0.8,0.89,10,0.78,0.7,0.74,29,50,10,False
Facepage,mlx-community-Llama-3.2-3B-Instruct-4bit,1.0,0.3,0.46,10,0.11,0.1,0.11,2,50,10,False
Facepage,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,1.0,0.6,0.75,10,0.31,0.5,0.38,6,50,10,False
Facepage,few2-mlx-community-phi-4-8bit,1.0,0.6,0.75,10,0.67,0.4,0.5,8,50,10,False
Facepage,few2-mistral-small-2506,1.0,0.6,0.75,10,0.33,0.2,0.25,6,50,10,False
Facepage,gpt-4o-mini,1.0,0.6,0.75,10,0.4,0.2,0.27,6,50,10,False
Facepage,claude-sonnet-4-5-20250929,1.0,0.7,0.82,10,0.6,0.3,0.4,6,50,10,False
Facepage,few2-gpt-3.5-turbo,1.0,0.6,0.75,10,0.5,0.2,0.29,6,50,10,False
Facepage,cot2-gpt-4o-mini,0.54,0.7,0.61,10,0.45,0.5,0.48,7,50,10,False
Facepage,few2-gpt-5,0.89,0.8,0.84,10,0.57,0.4,0.47,8,50,10,False
Facepage,mistral-small-2506,1.0,0.6,0.75,10,0.5,0.3,0.37,9,50,10,False
Facepage,cot2-mlx-community-Falcon3-10B-Instruct-6bit,0.38,0.6,0.46,10,0.29,0.4,0.33,6,50,10,False
Facepage,codestral-2508,1.0,0.6,0.75,10,0.5,0.2,0.29,4,50,10,False
Facepage,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,1.0,0.6,0.75,10,0.2,0.1,0.13,3,50,10,False
Facepage,cot-gpt-5-mini,1.0,0.8,0.89,10,0.67,0.4,0.5,6,50,10,False
Facepage,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,10,True
Facepage,few-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.6,0.75,10,0.4,0.2,0.27,6,50,10,False
Facepage,deepseek-chat,1.0,0.6,0.75,10,0.67,0.4,0.5,18,50,10,False
Facepage,few2-deepseek-chat,1.0,0.7,0.82,10,0.86,0.6,0.71,22,50,10,False
Facepage,o3-mini,1.0,0.6,0.75,10,0.62,0.5,0.56,21,50,10,False
Facepage,cot2-mistral-large-2411,0.75,0.6,0.67,10,0.43,0.3,0.35,5,50,10,False
Facepage,cot2-gpt-4o,0.55,0.6,0.57,10,0.33,0.2,0.25,6,50,10,False
EUScienceConnect,mlx-community-Llama-3.2-3B-Instruct-4bit,0.46,0.6,0.52,10,0.09,1,0.19,40,40,8,False
Facepage,cot-gpt-4o-mini,1.0,0.6,0.75,10,0.8,0.4,0.53,6,50,10,False
EUScienceConnect,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.55,0.6,0.57,10,0.0,0.25,0.0,4,40,8,False
Facepage,cot2-o3-mini,1.0,0.6,0.75,10,0.5,0.2,0.29,6,50,10,False
Facepage,gpt-5-mini,1.0,0.6,0.75,10,0.62,0.5,0.56,19,50,10,False
Facepage,few-gpt-3.5-turbo,1.0,0.6,0.75,10,0.67,0.4,0.5,8,50,10,False
Facepage,cot-o3-mini,1.0,0.6,0.75,10,0.5,0.2,0.29,4,50,10,False
Facepage,few-mlx-community-Llama-3.2-3B-Instruct-4bit,1.0,0.7,0.82,10,0.5,0.9,0.64,14,50,10,False
Facepage,cot2-gpt-5-nano,0.47,0.8,0.59,10,0.4,0.6,0.48,10,50,10,False
Facepage,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,10,True
Facepage,cot-claude-3-7-sonnet-20250219,0.89,0.8,0.84,10,0.5,0.3,0.37,6,50,10,False
Facepage,few-claude-sonnet-4-5-20250929,0.88,0.7,0.78,10,0.62,0.5,0.56,20,50,10,False
Facepage,few-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.38,0.6,0.46,10,0.07,0.1,0.08,3,50,10,False
Facepage,few-mistral-small-2506,1.0,0.6,0.75,10,0.4,0.2,0.27,6,50,10,False
Facepage,cot-gpt-5-nano,1.0,0.6,0.75,10,0.71,0.5,0.59,7,50,10,False
Facepage,cot-mistral-large-2411,1.0,0.6,0.75,10,0.67,0.4,0.5,7,50,10,False
Facepage,cot2-codestral-2508,0.6,0.6,0.6,10,0.62,0.5,0.56,8,50,10,False
Facepage,mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,1.0,0.6,0.75,10,0.5,0.4,0.44,8,50,10,False
Facepage,cot2-deepseek-chat,0.39,0.7,0.5,10,0.31,0.5,0.38,13,50,10,False
Facepage,gemini-2.5-flash,1.0,0.6,0.75,10,0.62,0.5,0.56,19,50,10,False
Facepage,cot-gpt-5,1.0,0.8,0.89,10,0.67,0.4,0.5,6,50,10,False
Facepage,gpt-5-nano,0.86,0.6,0.71,10,0.33,0.2,0.25,4,50,10,False
Facepage,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.88,0.7,0.78,10,0.57,0.4,0.47,6,50,10,False
Facepage,few2-mlx-community-gemma-3-4b-it-5bit,1.0,0.4,0.57,10,0.25,0.1,0.14,3,50,10,False
Facepage,few-deepseek-chat,1.0,0.8,0.89,10,0.75,0.6,0.67,21,50,10,False
Facepage,mlx-community-gemma-3-4b-it-5bit,1.0,0.3,0.46,10,0,0,0,0,50,10,False
Facepage,few2-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.6,0.75,10,0.33,0.1,0.15,3,50,10,False
BuildingManagement,few-mlx-community-phi-4-8bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
Facepage,claude-3-7-sonnet-20250219,1.0,0.6,0.75,10,0.71,0.5,0.59,21,50,10,False
BuildingManagement,cot2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
Facepage,few-gpt-4-turbo,1.0,0.6,0.75,10,0.8,0.4,0.53,18,50,10,False
Facepage,cot2-gpt-5-mini,0.8,0.8,0.8,10,0.67,0.8,0.73,14,50,10,False
Facepage,cot2-gpt-4-turbo,0.67,0.8,0.73,10,0.38,0.3,0.33,6,50,10,False
Facepage,few2-gpt-4o-mini,1.0,0.6,0.75,10,0.57,0.4,0.47,8,50,10,False
Facepage,cot2-gpt-3.5-turbo,0.67,0.6,0.63,10,0.5,0.4,0.44,6,50,10,False
Facepage,few-gemini-2.5-flash,1.0,0.6,0.75,10,0.67,0.4,0.5,18,50,10,False
Facepage,cot2-claude-3-7-sonnet-20250219,0.89,0.8,0.84,10,0.38,0.3,0.33,6,50,10,False
Facepage,cot2-gpt-5,1.0,0.8,0.89,10,0.67,0.4,0.5,9,50,10,False
Facepage,few2-gpt-4-turbo,1.0,0.4,0.57,10,0.67,0.2,0.31,4,50,10,False
BuildingManagement,few2-o3-mini,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
Facepage,cot2-mlx-community-gemma-3-4b-it-5bit,0.8,0.4,0.53,10,0.25,0.1,0.14,1,50,10,False
Facepage,few2-claude-3-7-sonnet-20250219,1.0,0.7,0.82,10,0.71,0.5,0.59,20,50,10,False
BuildingManagement,few2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.67,0.5,0.57,12,0.25,0.38,0.3,9,40,8,False
BuildingManagement,cot2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,few-mistral-large-2411,0.88,0.58,0.7,12,0.43,0.75,0.55,16,40,8,False
BuildingManagement,few-codestral-2508,0.88,0.58,0.7,12,0.38,0.38,0.38,7,40,8,False
BuildingManagement,few-gpt-5-nano,0.4,0.67,0.5,12,0.26,0.62,0.37,19,40,8,False
BuildingManagement,few2-claude-sonnet-4-5-20250929,0.89,0.67,0.76,12,0.44,0.5,0.47,18,40,8,False
BuildingManagement,gpt-5,0.4,0.67,0.5,12,0.07,0.25,0.11,8,40,8,False
Facepage,few-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.67,0.6,0.63,10,0.3,0.3,0.3,9,50,10,False
BuildingManagement,few-mlx-community-gemma-3-4b-it-5bit,1.0,0.42,0.59,12,0.29,0.25,0.27,6,40,8,False
BuildingManagement,few-gpt-4o,0.67,0.5,0.57,12,0.29,0.25,0.27,6,40,8,False
BuildingManagement,cot-gpt-4-turbo,1.0,0.5,0.67,12,0.5,0.38,0.43,7,40,8,False
BuildingManagement,cot-gpt-3.5-turbo,1.0,0.58,0.74,12,0.43,0.38,0.4,7,40,8,False
BuildingManagement,few-claude-3-7-sonnet-20250219,0.86,0.5,0.63,12,0.56,0.62,0.59,15,40,8,False
BuildingManagement,cot-deepseek-chat,1.0,0.58,0.74,12,0.38,0.38,0.38,7,40,8,False
BuildingManagement,gpt-4-turbo,0.86,0.5,0.63,12,0.56,0.62,0.59,9,40,8,False
BuildingManagement,mlx-community-Falcon3-10B-Instruct-6bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,cot-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.58,0.74,12,0.38,0.38,0.38,7,40,8,False
BuildingManagement,cot-claude-sonnet-4-5-20250929,0.6,0.5,0.55,12,0.27,0.38,0.32,9,40,8,False
BuildingManagement,gpt-4o,0.88,0.58,0.7,12,0.33,0.38,0.35,9,40,8,False
BuildingManagement,cot2-gpt-4o-mini,0.3,0.58,0.4,12,0.12,0.25,0.16,8,40,8,False
BuildingManagement,few2-gpt-5-mini,0.38,0.67,0.48,12,0.07,0.25,0.11,10,40,8,False
BuildingManagement,few2-codestral-2508,1.0,0.58,0.74,12,0.43,0.38,0.4,7,40,8,False
BuildingManagement,few-o3-mini,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,few-gpt-4o-mini,0.78,0.58,0.67,12,0.44,0.5,0.47,12,40,8,False
BuildingManagement,cot-mistral-small-2506,0.75,0.5,0.6,12,0.43,0.38,0.4,7,40,8,False
BuildingManagement,cot2-mistral-small-2506,0.86,0.5,0.63,12,0.56,0.62,0.59,15,40,8,False
BuildingManagement,few-gpt-5-mini,0.8,0.67,0.73,12,0.33,0.62,0.43,19,40,8,False
BuildingManagement,few2-gemini-2.5-flash,1.0,0.58,0.74,12,0.38,0.38,0.38,11,40,8,False
BuildingManagement,few2-gpt-4o-mini,0.67,0.5,0.57,12,0.38,0.38,0.38,7,40,8,False
BuildingManagement,cot-mlx-community-gemma-3-4b-it-5bit,0.86,0.5,0.63,12,0.57,0.5,0.53,10,40,8,False
BuildingManagement,mistral-large-2411,0.78,0.58,0.67,12,0.42,0.62,0.5,15,40,8,False
BuildingManagement,claude-sonnet-4-5-20250929,0.6,0.5,0.55,12,0.31,0.5,0.38,14,40,8,False
BuildingManagement,cot2-gemini-2.5-flash,1.0,0.58,0.74,12,0.33,0.38,0.35,9,40,8,False
BuildingManagement,cot-mlx-community-phi-4-8bit,0.75,0.5,0.6,12,0.33,0.38,0.35,7,40,8,False
BuildingManagement,cot2-claude-sonnet-4-5-20250929,0.64,0.58,0.61,12,0,0,0,0,40,8,False
BuildingManagement,cot2-mlx-community-phi-4-8bit,0.4,0.5,0.44,12,0,0,0,0,40,8,False
BuildingManagement,mlx-community-Llama-3.2-3B-Instruct-4bit,1.0,0.17,0.29,12,0.21,0.38,0.27,7,40,8,False
BuildingManagement,cot-gemini-2.5-flash,0.7,0.58,0.64,12,0.23,0.38,0.29,3,40,8,False
BuildingManagement,cot-gpt-4o,0.88,0.58,0.7,12,0.2,0.25,0.22,2,40,8,False
BuildingManagement,few2-mlx-community-phi-4-8bit,0.86,0.5,0.63,12,0.5,0.38,0.43,7,40,8,False
BuildingManagement,few2-mistral-large-2411,0.88,0.58,0.7,12,0.38,0.62,0.48,15,40,8,False
BuildingManagement,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.45,0.42,0.43,12,0.2,0.38,0.26,9,40,8,False
BuildingManagement,cot-codestral-2508,0.7,0.58,0.64,12,0.2,0.25,0.22,5,40,8,False
BuildingManagement,few2-mistral-small-2506,1.0,0.58,0.74,12,0.33,0.25,0.29,8,40,8,False
BuildingManagement,few2-gpt-3.5-turbo,0.86,0.5,0.63,12,0.12,0.12,0.12,5,40,8,False
BuildingManagement,gpt-3.5-turbo,0.75,0.5,0.6,12,0.43,0.38,0.4,7,40,8,False
BuildingManagement,few2-gpt-4o,0.86,0.5,0.63,12,0.38,0.38,0.38,7,40,8,False
BuildingManagement,gpt-4o-mini,0.71,0.42,0.53,12,0.43,0.38,0.4,9,40,8,False
BuildingManagement,mlx-community-phi-4-8bit,0.71,0.42,0.53,12,0.44,0.5,0.47,12,40,8,False
BuildingManagement,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.86,0.5,0.63,12,0,0,0,0,40,8,False
BuildingManagement,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,1.0,0.58,0.74,12,0.5,0.38,0.43,7,40,8,False
BuildingManagement,few-gpt-5,0.67,0.67,0.67,12,0.29,0.5,0.36,8,40,8,False
BuildingManagement,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.19,0.42,0.26,12,0.13,0.5,0.21,8,40,8,False
BuildingManagement,cot2-gpt-5-nano,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,few2-gpt-5,0.89,0.67,0.76,12,0.25,0.38,0.3,13,40,8,False
BuildingManagement,cot2-mlx-community-Falcon3-10B-Instruct-6bit,0.22,0.42,0.29,12,0.17,0.5,0.26,12,40,8,False
BuildingManagement,few2-gpt-5-nano,0.67,0.5,0.57,12,0.4,0.5,0.44,8,40,8,False
BuildingManagement,o3-mini,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,cot2-mlx-community-gemma-3-4b-it-5bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,mistral-small-2506,1.0,0.58,0.74,12,0.43,0.38,0.4,11,40,8,False
BuildingManagement,few2-deepseek-chat,0.86,0.5,0.63,12,0.38,0.38,0.38,11,40,8,False
BuildingManagement,cot2-gpt-4o,0.75,0.5,0.6,12,0.43,0.38,0.4,7,40,8,False
BuildingManagement,cot-gpt-5-mini,0.7,0.58,0.64,12,0.31,0.5,0.38,6,40,8,False
BuildingManagement,few-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,deepseek-chat,0.75,0.5,0.6,12,0.5,0.62,0.56,15,40,8,False
BuildingManagement,codestral-2508,1.0,0.58,0.74,12,0.38,0.38,0.38,7,40,8,False
BuildingManagement,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,claude-3-7-sonnet-20250219,0.78,0.58,0.67,12,0.25,0.38,0.3,9,40,8,False
BuildingManagement,cot-o3-mini,1.0,0.5,0.67,12,0.29,0.25,0.27,2,40,8,False
BuildingManagement,few-mlx-community-Llama-3.2-3B-Instruct-4bit,0.45,0.42,0.43,12,0.15,0.5,0.23,8,40,8,False
BuildingManagement,gpt-5-mini,0.45,0.75,0.56,12,0.3,0.88,0.45,13,40,8,False
BuildingManagement,cot2-o3-mini,0.86,0.5,0.63,12,0.29,0.25,0.27,8,40,8,False
BuildingManagement,few-mlx-community-Falcon3-10B-Instruct-6bit,0.86,0.5,0.63,12,0.17,0.12,0.14,1,40,8,False
BuildingManagement,cot-gpt-4o-mini,0.86,0.5,0.63,12,0.6,0.38,0.46,7,40,8,False
BuildingManagement,few-mistral-small-2506,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,mlx-community-gemma-3-4b-it-5bit,1.0,0.5,0.67,12,0,0,0,0,40,8,False
BuildingManagement,cot-claude-3-7-sonnet-20250219,0.89,0.67,0.76,12,0.27,0.38,0.32,9,40,8,False
BuildingManagement,mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.78,0.58,0.67,12,0.28,0.62,0.38,11,40,8,False
BuildingManagement,cot2-mistral-large-2411,0.78,0.58,0.67,12,0.25,0.25,0.25,6,40,8,False
BuildingManagement,few-claude-sonnet-4-5-20250929,0.67,0.5,0.57,12,0.27,0.38,0.32,13,40,8,False
BuildingManagement,few-gpt-3.5-turbo,0.75,0.5,0.6,12,0.22,0.25,0.24,6,40,8,False
BuildingManagement,cot-gpt-5-nano,0.75,0.5,0.6,12,0.4,0.5,0.44,6,40,8,False
BuildingManagement,cot2-codestral-2508,0.86,0.5,0.63,12,0.5,0.38,0.43,7,40,8,False
BuildingManagement,cot2-gpt-5-mini,0.82,0.75,0.78,12,0.31,0.5,0.38,14,40,8,False
BuildingManagement,cot-mistral-large-2411,0.86,0.5,0.63,12,0.56,0.62,0.59,9,40,8,False
PizzaDeliveryWithEntertainment,cot2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,13,True
BuildingManagement,cot2-deepseek-chat,0.7,0.58,0.64,12,0.36,0.5,0.42,14,40,8,False
PizzaDeliveryWithEntertainment,cot2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,13,True
BuildingManagement,cot2-gpt-3.5-turbo,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,cot-gpt-5,0.9,0.75,0.82,12,0.25,0.25,0.25,2,40,8,False
BuildingManagement,few-deepseek-chat,0.86,0.5,0.63,12,0.62,0.62,0.62,19,40,8,False
BuildingManagement,few2-mlx-community-gemma-3-4b-it-5bit,1.0,0.42,0.59,12,0.25,0.25,0.25,8,40,8,False
BuildingManagement,cot2-gpt-4-turbo,1.0,0.58,0.74,12,0.43,0.38,0.4,7,40,8,False
BuildingManagement,cot2-gpt-5,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,8,True
BuildingManagement,gpt-5-nano,0.78,0.58,0.67,12,0.5,0.62,0.56,15,40,8,False
PizzaDeliveryWithEntertainment,few-gpt-5-nano,0.67,0.67,0.67,9,0.56,0.38,0.45,9,65,13,False
BuildingManagement,few2-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.58,0.74,12,0.38,0.38,0.38,9,40,8,False
PizzaDeliveryWithEntertainment,few2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.6,0.67,0.63,9,0.43,0.46,0.44,9,65,13,False
PizzaDeliveryWithEntertainment,few-mlx-community-phi-4-8bit,0.88,0.78,0.82,9,0.9,0.69,0.78,13,65,13,False
BuildingManagement,few2-gpt-4-turbo,0.86,0.5,0.63,12,0.71,0.62,0.67,11,40,8,False
PizzaDeliveryWithEntertainment,few2-claude-sonnet-4-5-20250929,0.67,0.67,0.67,9,0.58,0.54,0.56,12,65,13,False
BuildingManagement,few-gemini-2.5-flash,0.89,0.67,0.76,12,0.4,0.5,0.44,18,40,8,False
BuildingManagement,few2-claude-3-7-sonnet-20250219,1.0,0.75,0.86,12,0.45,0.62,0.53,23,40,8,False
PizzaDeliveryWithEntertainment,cot2-claude-sonnet-4-5-20250929,0.78,0.78,0.78,9,0.43,0.23,0.3,6,65,13,False
BuildingManagement,gemini-2.5-flash,0.67,0.5,0.57,12,0.3,0.38,0.33,7,40,8,False
PizzaDeliveryWithEntertainment,mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,13,True
BuildingManagement,few-gpt-4-turbo,1.0,0.58,0.74,12,0.45,0.62,0.53,15,40,8,False
BuildingManagement,cot2-claude-3-7-sonnet-20250219,0.89,0.67,0.76,12,0.46,0.75,0.57,16,40,8,False
PizzaDeliveryWithEntertainment,cot-gpt-3.5-turbo,0.86,0.67,0.75,9,0.6,0.23,0.33,5,65,13,False
PizzaDeliveryWithEntertainment,few-mistral-large-2411,0.7,0.78,0.74,9,0.5,0.38,0.43,9,65,13,False
PizzaDeliveryWithEntertainment,few-mlx-community-gemma-3-4b-it-5bit,0.86,0.67,0.75,9,0.57,0.31,0.4,6,65,13,False
BuildingManagement,few-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.75,0.5,0.6,12,0.27,0.38,0.32,7,40,8,False
PizzaDeliveryWithEntertainment,gpt-5,0.64,0.78,0.7,9,0.57,0.62,0.59,12,65,13,False
PizzaDeliveryWithEntertainment,few-claude-3-7-sonnet-20250219,0.67,0.67,0.67,9,0.45,0.38,0.42,13,65,13,False
PizzaDeliveryWithEntertainment,few2-codestral-2508,0.75,0.67,0.71,9,0.67,0.46,0.55,11,65,13,False
PizzaDeliveryWithEntertainment,cot-mlx-community-Falcon3-10B-Instruct-6bit,1.0,0.78,0.88,9,0.86,0.46,0.6,10,65,13,False
PizzaDeliveryWithEntertainment,few2-gpt-4o-mini,0.54,0.78,0.64,9,0.5,0.46,0.48,13,65,13,False
PizzaDeliveryWithEntertainment,few2-gpt-5-mini,0.64,0.78,0.7,9,0.43,0.46,0.44,10,65,13,False
PizzaDeliveryWithEntertainment,cot-deepseek-chat,0.88,0.78,0.82,9,0.9,0.69,0.78,14,65,13,False
PizzaDeliveryWithEntertainment,cot-gpt-4-turbo,0.86,0.67,0.75,9,0.57,0.31,0.4,6,65,13,False
PizzaDeliveryWithEntertainment,gpt-4-turbo,1.0,0.89,0.94,9,1,0.85,0.96,18,65,13,False
PizzaDeliveryWithEntertainment,cot-mistral-small-2506,1.0,0.78,0.88,9,1.0,0.62,0.76,14,65,13,False
PizzaDeliveryWithEntertainment,few-gpt-4o-mini,0.78,0.78,0.78,9,0.8,0.62,0.7,13,65,13,False
PizzaDeliveryWithEntertainment,cot2-mistral-small-2506,0.67,0.67,0.67,9,0.31,0.31,0.31,8,65,13,False
PizzaDeliveryWithEntertainment,few2-gemini-2.5-flash,0.75,0.67,0.71,9,0.78,0.54,0.64,21,65,13,False
PizzaDeliveryWithEntertainment,few-gpt-4o,0.75,0.67,0.71,9,0.7,0.54,0.61,13,65,13,False
PizzaDeliveryWithEntertainment,cot-claude-sonnet-4-5-20250929,0.78,0.78,0.78,9,0.82,0.69,0.75,14,65,13,False
PizzaDeliveryWithEntertainment,few-gpt-5-mini,0.7,0.78,0.74,9,0.6,0.69,0.64,15,65,13,False
PizzaDeliveryWithEntertainment,few-o3-mini,0.86,0.67,0.75,9,1.0,0.54,0.7,12,65,13,False
PizzaDeliveryWithEntertainment,mistral-large-2411,0.88,0.78,0.82,9,0.88,0.54,0.67,12,65,13,False
PizzaDeliveryWithEntertainment,cot-mlx-community-gemma-3-4b-it-5bit,0.62,0.56,0.59,9,0.5,0.15,0.24,6,65,13,False
PizzaDeliveryWithEntertainment,claude-sonnet-4-5-20250929,0.78,0.78,0.78,9,0.64,0.54,0.58,11,65,13,False
PizzaDeliveryWithEntertainment,cot2-gpt-4o-mini,0.25,0.78,0.38,9,0.32,0.54,0.4,14,65,13,False
PizzaDeliveryWithEntertainment,mlx-community-Falcon3-10B-Instruct-6bit,0.88,0.78,0.82,9,0.8,0.62,0.7,14,65,13,False
PizzaDeliveryWithEntertainment,cot-gemini-2.5-flash,0.88,0.78,0.82,9,0.64,0.54,0.58,8,65,13,False
PizzaDeliveryWithEntertainment,cot-codestral-2508,0.78,0.78,0.78,9,0.83,0.77,0.8,16,65,13,False
PizzaDeliveryWithEntertainment,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,13,True
