sub_folder_name,model_name,precision_class,recall_class,f1_class,n_classes,precision_rel,recall_rel,f1_rel,score_rel,max_score,n_rel
TileOGame,gpt-5,0.47,0.35,0.4,20,0.26,0.29,0.28,20,85,17
TileOGame,few2-o3-mini,0.56,0.25,0.34,20,0.1,0.06,0.07,4,85,17
TileOGame,cot-gpt-3.5-turbo,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,17
TileOGame,cot-gpt-4-turbo,0.62,0.25,0.36,20,0.2,0.12,0.15,9,85,17
TileOGame,gpt-4-turbo,0.6,0.3,0.4,20,0.33,0.18,0.23,13,85,17
TileOGame,few-gpt-4o,0.55,0.3,0.39,20,0.27,0.18,0.21,7,85,17
TileOGame,gpt-4o,0.43,0.3,0.35,20,0.13,0.12,0.12,4,85,17
TileOGame,cot2-gpt-4o-mini,0.44,0.35,0.39,20,0.13,0.12,0.12,6,85,17
TileOGame,few-gpt-4o-mini,0.5,0.25,0.33,20,0,0,0,0,85,17
TileOGame,few2-gpt-4o-mini,0.56,0.25,0.34,20,0.12,0.06,0.08,1,85,17
TileOGame,few-o3-mini,0.56,0.25,0.34,20,0.11,0.06,0.08,4,85,17
TileOGame,claude-sonnet-4-5-20250929,0.5,0.3,0.37,20,0.25,0.24,0.24,12,85,17
TileOGame,cot-gpt-4o,0.45,0.25,0.32,20,0.08,0.06,0.07,1,85,17
TileOGame,few2-gpt-5-nano,0.44,0.2,0.28,20,0.12,0.06,0.08,5,85,17
TileOGame,few2-gpt-4o,0.5,0.25,0.33,20,0,0,0,0,85,17
TileOGame,gpt-3.5-turbo,0.57,0.2,0.3,20,0.12,0.06,0.08,5,85,17
TileOGame,few2-gpt-3.5-turbo,0.67,0.2,0.31,20,0.4,0.12,0.18,7,85,17
TileOGame,gpt-4o-mini,0.56,0.25,0.34,20,0.12,0.06,0.08,5,85,17
TileOGame,cot2-gpt-4o,0.67,0.4,0.5,20,0.45,0.29,0.36,18,85,17
TileOGame,cot2-gpt-5-nano,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0,17
TileOGame,claude-3-7-sonnet-20250219,0.5,0.3,0.37,20,0.15,0.12,0.13,6,85,17
TileOGame,o3-mini,0.5,0.2,0.29,20,0,0,0,0,85,17
TileOGame,cot-gpt-4o-mini,0.6,0.3,0.4,20,0.22,0.12,0.15,2,85,17
TileOGame,cot-o3-mini,0.55,0.3,0.39,20,0.18,0.12,0.14,6,85,17
TileOGame,few-gpt-3.5-turbo,0.43,0.15,0.22,20,0,0,0,0,85,17
TileOGame,cot2-o3-mini,0.56,0.25,0.34,20,0.25,0.12,0.16,8,85,17
TileOGame,cot-gpt-5-nano,0.7,0.35,0.47,20,0.25,0.18,0.21,5,85,17
TileOGame,gpt-5-nano,0.6,0.3,0.4,20,0.17,0.06,0.09,4,85,17
TileOGame,cot2-gpt-4-turbo,0.5,0.3,0.37,20,0.15,0.12,0.13,7,85,17
TileOGame,cot2-gpt-3.5-turbo,0.27,0.2,0.23,20,0.15,0.12,0.13,10,85,17
TileOGame,few-gpt-4-turbo,0.44,0.2,0.28,20,0,0,0,0,85,17
TileOGame,few2-gpt-4-turbo,0.6,0.3,0.4,20,0.38,0.18,0.24,13,85,17
Menso,few-gpt-5-nano,0.56,0.45,0.5,11,0.1,0.09,0.1,5,55,11
Menso,gpt-5,0.38,0.45,0.42,11,0,0,0,0,55,11
Menso,few2-o3-mini,0.6,0.55,0.57,11,0.15,0.18,0.17,9,55,11
Menso,cot-gpt-3.5-turbo,0.14,0.18,0.16,11,0,0,0,0,55,11
Menso,cot-gpt-4-turbo,0.3,0.27,0.29,11,0,0,0,0,55,11
Menso,gpt-4-turbo,0.62,0.45,0.53,11,0.11,0.09,0.1,4,55,11
Menso,few-gpt-4o,0.56,0.45,0.5,11,0.14,0.09,0.11,2,55,11
Menso,gpt-4o,0.5,0.45,0.48,11,0.09,0.09,0.09,4,55,11
Menso,cot2-gpt-4o-mini,0.2,0.36,0.26,11,0,0,0,0,55,11
Menso,few-gpt-4o-mini,0.56,0.45,0.5,11,0.11,0.09,0.1,3,55,11
Menso,few2-gpt-4o-mini,0.56,0.45,0.5,11,0,0,0,0,55,11
Menso,few-o3-mini,0.55,0.55,0.55,11,0.13,0.18,0.15,8,55,11
Menso,claude-sonnet-4-5-20250929,0.55,0.55,0.55,11,0.08,0.09,0.08,4,55,11
Menso,cot-gpt-4o,0.46,0.55,0.5,11,0.06,0.09,0.07,3,55,11
Menso,few2-gpt-5-nano,0.5,0.45,0.48,11,0.11,0.09,0.1,5,55,11
Menso,few2-gpt-4o,0.6,0.55,0.57,11,0.11,0.09,0.1,3,55,11
Menso,gpt-3.5-turbo,0.35,0.55,0.43,11,0.06,0.09,0.07,3,55,11
Menso,few2-gpt-3.5-turbo,0.33,0.27,0.3,11,0,0,0,0,55,11
Menso,gpt-4o-mini,0.5,0.36,0.42,11,0,0,0,0,55,11
Menso,cot2-gpt-4o,0.35,0.55,0.43,11,0.06,0.09,0.07,5,55,11
Menso,cot2-gpt-5-nano,0.14,0.55,0.22,11,0,0,0,0,55,11
Menso,claude-3-7-sonnet-20250219,0.45,0.45,0.45,11,0,0,0,0,55,11
Menso,o3-mini,0.58,0.64,0.61,11,0.17,0.18,0.17,8,55,11
Menso,cot-gpt-4o-mini,0.5,0.36,0.42,11,0,0,0,0,55,11
Menso,cot-o3-mini,0.78,0.64,0.7,11,0.1,0.09,0.1,2,55,11
Menso,few-gpt-3.5-turbo,0.42,0.45,0.43,11,0,0,0,0,55,11
Menso,cot2-o3-mini,0.46,0.55,0.5,11,0.08,0.09,0.08,5,55,11
Menso,cot-gpt-5-nano,0.38,0.55,0.44,11,0.06,0.09,0.07,1,55,11
Menso,gpt-5-nano,0.5,0.55,0.52,11,0.08,0.09,0.09,5,55,11
Menso,cot2-gpt-4-turbo,0.27,0.36,0.31,11,0,0,0,0,55,11
Menso,cot2-gpt-3.5-turbo,0.14,0.36,0.2,11,0,0,0,0,55,11
Menso,few-gpt-4-turbo,0.4,0.36,0.38,11,0,0,0,0,55,11
Menso,few2-gpt-4-turbo,0.33,0.27,0.3,11,0,0,0,0,55,11
Musicmatic,few-gpt-5-nano,0.83,0.56,0.67,9,0.33,0.2,0.25,5,50,10
Musicmatic,gpt-5,0.9,1.0,0.95,9,0.67,0.8,0.73,18,50,10
Musicmatic,few2-o3-mini,1.0,0.56,0.71,9,0.5,0.3,0.37,8,50,10
Musicmatic,cot-gpt-3.5-turbo,1.0,0.67,0.8,9,0.8,0.4,0.53,5,50,10
Musicmatic,cot-gpt-4-turbo,1.0,0.89,0.94,9,1.0,0.5,0.67,6,50,10
Musicmatic,gpt-4-turbo,1.0,0.89,0.94,9,1.0,0.7,0.82,9,50,10
Musicmatic,few-gpt-4o,0.89,0.89,0.89,9,0.78,0.7,0.74,11,50,10
Musicmatic,gpt-4o,0.8,0.89,0.84,9,0.6,0.6,0.6,11,50,10
Musicmatic,cot2-gpt-4o-mini,0.67,0.89,0.76,9,0.3,0.3,0.3,7,50,10
Musicmatic,few-gpt-4o-mini,0.89,0.89,0.89,9,0.88,0.7,0.78,12,50,10
Musicmatic,few2-gpt-4o-mini,1.0,0.89,0.94,9,1.0,0.7,0.82,12,50,10
Musicmatic,few-o3-mini,1.0,0.67,0.8,9,0.44,0.4,0.42,7,50,10
Musicmatic,claude-sonnet-4-5-20250929,1.0,0.89,0.94,9,0.88,0.7,0.78,15,50,10
Musicmatic,cot-gpt-4o,0.89,0.89,0.89,9,0.6,0.6,0.6,10,50,10
Musicmatic,few2-gpt-5-nano,0.86,0.67,0.75,9,0.62,0.5,0.56,6,50,10
Musicmatic,few2-gpt-4o,0.8,0.89,0.84,9,0.89,0.8,0.84,12,50,10
Musicmatic,gpt-3.5-turbo,1.0,0.89,0.94,9,0.71,0.5,0.59,9,50,10
Musicmatic,few2-gpt-3.5-turbo,1.0,0.67,0.8,9,0.71,0.5,0.59,8,50,10
Musicmatic,gpt-4o-mini,1.0,0.89,0.94,9,0.83,0.5,0.62,8,50,10
Musicmatic,cot2-gpt-4o,0.86,0.67,0.75,9,0.43,0.3,0.35,7,50,10
Musicmatic,cot2-gpt-5-nano,0.69,1.0,0.82,9,0.31,0.5,0.38,5,50,10
Musicmatic,claude-3-7-sonnet-20250219,1.0,0.89,0.94,9,1.0,1.0,1.0,33,50,10
Musicmatic,o3-mini,1.0,0.78,0.88,9,1.0,0.8,0.89,21,50,10
Musicmatic,cot-gpt-4o-mini,1.0,0.89,0.94,9,0.67,0.4,0.5,6,50,10
Musicmatic,cot-o3-mini,1.0,0.44,0.62,9,0.33,0.1,0.15,1,50,10
Musicmatic,few-gpt-3.5-turbo,1.0,0.67,0.8,9,0.8,0.4,0.53,6,50,10
Musicmatic,cot2-o3-mini,1.0,0.67,0.8,9,0.75,0.3,0.43,3,50,10
Musicmatic,cot-gpt-5-nano,1.0,0.78,0.88,9,0.62,0.5,0.56,5,50,10
Musicmatic,gpt-5-nano,0.89,0.89,0.89,9,0.8,0.8,0.8,28,50,10
Musicmatic,cot2-gpt-4-turbo,1.0,0.78,0.88,9,0.4,0.4,0.4,7,50,10
Musicmatic,cot2-gpt-3.5-turbo,0.73,0.89,0.8,9,0.64,0.7,0.67,13,50,10
Musicmatic,few-gpt-4-turbo,1.0,0.89,0.94,9,0.67,0.4,0.5,14,50,10
Musicmatic,few2-gpt-4-turbo,1.0,0.89,0.94,9,1.0,0.5,0.67,9,50,10
Louvre,few-gpt-5-nano,0.71,0.62,0.67,8,0.57,0.67,0.62,16,30,6
Louvre,gpt-5,0.71,0.62,0.67,8,0.5,0.67,0.57,4,30,6
Louvre,few2-o3-mini,0.71,0.62,0.67,8,0.57,0.67,0.62,12,30,6
Louvre,cot-gpt-3.5-turbo,0.5,0.5,0.5,8,0.33,0.33,0.33,6,30,6
Louvre,cot-gpt-4-turbo,0.67,0.75,0.71,8,0.33,0.5,0.4,6,30,6
Louvre,gpt-4-turbo,0.71,0.62,0.67,8,0.57,0.67,0.62,11,30,6
Louvre,few-gpt-4o,0.6,0.75,0.67,8,0.3,0.5,0.37,12,30,6
Louvre,gpt-4o,0.6,0.75,0.67,8,0.36,0.67,0.47,8,30,6
Louvre,cot2-gpt-4o-mini,0.4,0.75,0.52,8,0.3,0.5,0.37,10,30,6
Louvre,few-gpt-4o-mini,0.57,0.5,0.53,8,0.29,0.33,0.31,7,30,6
Louvre,few2-gpt-4o-mini,0.57,0.5,0.53,8,0.29,0.33,0.31,7,30,6
Louvre,few-o3-mini,0.71,0.62,0.67,8,0.57,0.67,0.62,8,30,6
Louvre,claude-sonnet-4-5-20250929,0.71,0.62,0.67,8,0.5,0.67,0.57,11,30,6
Louvre,cot-gpt-4o,0.5,0.75,0.6,8,0.22,0.33,0.27,7,30,6
Louvre,few2-gpt-5-nano,0.75,0.75,0.75,8,0.38,0.5,0.43,12,30,6
Louvre,few2-gpt-4o,0.62,0.62,0.62,8,0.29,0.33,0.31,7,30,6
Louvre,gpt-3.5-turbo,0.67,0.5,0.57,8,0.43,0.5,0.46,8,30,6
Louvre,few2-gpt-3.5-turbo,0.56,0.62,0.59,8,0.25,0.33,0.29,7,30,6
Louvre,gpt-4o-mini,0.57,0.5,0.53,8,0.14,0.17,0.15,3,30,6
Louvre,cot2-gpt-4o,0.45,0.62,0.53,8,0.3,0.5,0.37,9,30,6
Louvre,cot2-gpt-5-nano,0.28,0.62,0.38,8,0.15,0.33,0.21,7,30,6
Louvre,claude-3-7-sonnet-20250219,0.71,0.62,0.67,8,0.57,0.67,0.62,12,30,6
Louvre,o3-mini,0.71,0.62,0.67,8,0.57,0.67,0.62,11,30,6
Louvre,cot-gpt-4o-mini,0.57,0.5,0.53,8,0.43,0.5,0.46,10,30,6
Louvre,cot-o3-mini,0.71,0.62,0.67,8,0.57,0.67,0.62,5,30,6
Louvre,few-gpt-3.5-turbo,0.5,0.5,0.5,8,0.2,0.17,0.18,3,30,6
Louvre,cot2-o3-mini,0.67,0.75,0.71,8,0.38,0.5,0.43,14,30,6
Louvre,cot-gpt-5-nano,0.4,0.5,0.44,8,0.18,0.33,0.24,3,30,6
Louvre,gpt-5-nano,0.71,0.62,0.67,8,0.57,0.67,0.62,12,30,6
Louvre,cot2-gpt-4-turbo,0.5,0.75,0.6,8,0.22,0.33,0.27,7,30,6
Louvre,cot2-gpt-3.5-turbo,0.43,0.75,0.55,8,0,0,0,0,30,6
Louvre,few-gpt-4-turbo,0.71,0.62,0.67,8,0.57,0.67,0.62,12,30,6
Louvre,few2-gpt-4-turbo,0.71,0.62,0.67,8,0.57,0.67,0.62,14,30,6
TreatmentPlans,few-gpt-5-nano,0.6,0.43,0.5,14,0.33,0.22,0.27,14,90,18
TreatmentPlans,gpt-5,0.73,0.57,0.64,14,0.28,0.28,0.28,8,90,18
TreatmentPlans,few2-o3-mini,0.7,0.5,0.58,14,0.2,0.17,0.18,9,90,18
TreatmentPlans,cot-gpt-3.5-turbo,0.67,0.29,0.4,14,0.25,0.06,0.09,3,90,18
TreatmentPlans,cot-gpt-4-turbo,0.83,0.36,0.5,14,0.11,0.06,0.07,2,90,18
TreatmentPlans,gpt-4-turbo,0.71,0.36,0.48,14,0.1,0.06,0.07,3,90,18
TreatmentPlans,few-gpt-4o,0.75,0.43,0.55,14,0.08,0.06,0.07,3,90,18
TreatmentPlans,gpt-4o,0.6,0.43,0.5,14,0.06,0.06,0.06,5,90,18
TreatmentPlans,cot2-gpt-4o-mini,0.8,0.57,0.67,14,0.17,0.11,0.13,7,90,18
TreatmentPlans,few-gpt-4o-mini,0.88,0.5,0.64,14,0,0,0,0,90,18
TreatmentPlans,few2-gpt-4o-mini,0.57,0.29,0.38,14,0,0,0,0,90,18
TreatmentPlans,few-o3-mini,0.6,0.43,0.5,14,0.06,0.06,0.06,3,90,18
TreatmentPlans,claude-sonnet-4-5-20250929,0.6,0.43,0.5,14,0.06,0.06,0.06,2,90,18
TreatmentPlans,cot-gpt-4o,0.64,0.5,0.56,14,0.12,0.11,0.11,8,90,18
TreatmentPlans,few2-gpt-5-nano,0.78,0.5,0.61,14,0.33,0.17,0.22,5,90,18
TreatmentPlans,few2-gpt-4o,0.6,0.43,0.5,14,0.09,0.06,0.07,1,90,18
TreatmentPlans,gpt-3.5-turbo,0.62,0.36,0.45,14,0.1,0.06,0.07,4,90,18
TreatmentPlans,few2-gpt-3.5-turbo,0.71,0.36,0.48,14,0.12,0.06,0.08,3,90,18
TreatmentPlans,gpt-4o-mini,0.5,0.29,0.36,14,0,0,0,0,90,18
TreatmentPlans,cot2-gpt-4o,0.7,0.5,0.58,14,0.13,0.11,0.12,6,90,18
TreatmentPlans,cot2-gpt-5-nano,0.57,0.57,0.57,14,0.33,0.33,0.33,25,90,18
TreatmentPlans,claude-3-7-sonnet-20250219,0.6,0.43,0.5,14,0.16,0.17,0.16,11,90,18
TreatmentPlans,o3-mini,0.6,0.43,0.5,14,0.06,0.06,0.06,2,90,18
TreatmentPlans,cot-gpt-4o-mini,0.57,0.29,0.38,14,0,0,0,0,90,18
TreatmentPlans,cot-o3-mini,0.75,0.43,0.55,14,0.18,0.11,0.14,5,90,18
TreatmentPlans,few-gpt-3.5-turbo,0.5,0.29,0.36,14,0,0,0,0,90,18
TreatmentPlans,cot2-o3-mini,0.64,0.5,0.56,14,0.31,0.28,0.29,24,90,18
TreatmentPlans,cot-gpt-5-nano,0.54,0.5,0.52,14,0.1,0.11,0.1,5,90,18
TreatmentPlans,gpt-5-nano,0.56,0.36,0.43,14,0.08,0.06,0.07,5,90,18
TreatmentPlans,cot2-gpt-4-turbo,0.7,0.5,0.58,14,0.25,0.17,0.2,12,90,18
TreatmentPlans,cot2-gpt-3.5-turbo,0.5,0.29,0.36,14,0,0,0,0,90,18
TreatmentPlans,few-gpt-4-turbo,0.86,0.43,0.57,14,0.11,0.06,0.07,5,90,18
TreatmentPlans,few2-gpt-4-turbo,0.71,0.36,0.48,14,0.1,0.06,0.07,5,90,18
AlphaInsurance,few-gpt-5-nano,0.9,0.9,0.9,10,0.44,0.4,0.42,14,50,10
AlphaInsurance,gpt-5,0.91,1.0,0.95,10,0.64,0.7,0.67,22,50,10
AlphaInsurance,few2-o3-mini,0.9,0.9,0.9,10,0.5,0.5,0.5,19,50,10
AlphaInsurance,cot-gpt-3.5-turbo,0.86,0.6,0.71,10,0.4,0.2,0.27,4,50,10
AlphaInsurance,cot-gpt-4-turbo,0.75,0.6,0.67,10,0.33,0.4,0.36,12,50,10
AlphaInsurance,gpt-4-turbo,0.75,0.6,0.67,10,0.45,0.5,0.48,13,50,10
AlphaInsurance,few-gpt-4o,0.9,0.9,0.9,10,0.56,0.5,0.53,15,50,10
AlphaInsurance,gpt-4o,0.6,0.6,0.6,10,0.27,0.4,0.32,14,50,10
AlphaInsurance,cot2-gpt-4o-mini,0.33,0.8,0.47,10,0.12,0.2,0.15,7,50,10
AlphaInsurance,few-gpt-4o-mini,0.9,0.9,0.9,10,0.5,0.4,0.44,14,50,10
AlphaInsurance,few2-gpt-4o-mini,0.9,0.9,0.9,10,0.56,0.5,0.53,19,50,10
AlphaInsurance,few-o3-mini,0.9,0.9,0.9,10,0.56,0.5,0.53,19,50,10
AlphaInsurance,claude-sonnet-4-5-20250929,0.73,0.8,0.76,10,0.5,0.7,0.58,26,50,10
AlphaInsurance,cot-gpt-4o,0.73,0.8,0.76,10,0.29,0.5,0.37,13,50,10
AlphaInsurance,few2-gpt-5-nano,1.0,0.8,0.89,10,0.67,0.4,0.5,15,50,10
AlphaInsurance,few2-gpt-4o,0.9,0.9,0.9,10,0.56,0.5,0.53,19,50,10
AlphaInsurance,gpt-3.5-turbo,0.78,0.7,0.74,10,0.25,0.2,0.22,6,50,10
AlphaInsurance,few2-gpt-3.5-turbo,1.0,0.8,0.89,10,0.86,0.6,0.71,17,50,10
AlphaInsurance,gpt-4o-mini,0.88,0.7,0.78,10,0.71,0.5,0.59,14,50,10
AlphaInsurance,cot2-gpt-4o,0.67,0.8,0.73,10,0.18,0.2,0.19,8,50,10
AlphaInsurance,cot2-gpt-5-nano,0.33,0.9,0.49,10,0.14,0.3,0.19,11,50,10
AlphaInsurance,claude-3-7-sonnet-20250219,0.75,0.9,0.82,10,0.4,0.6,0.48,24,50,10
AlphaInsurance,o3-mini,0.62,0.8,0.7,10,0.5,0.7,0.58,23,50,10
AlphaInsurance,cot-gpt-4o-mini,0.89,0.8,0.84,10,0.62,0.5,0.56,13,50,10
AlphaInsurance,cot-o3-mini,0.8,0.8,0.8,10,0.4,0.4,0.4,9,50,10
AlphaInsurance,few-gpt-3.5-turbo,0.9,0.9,0.9,10,0.62,0.5,0.56,17,50,10
AlphaInsurance,cot2-o3-mini,0.5,0.6,0.55,10,0.12,0.2,0.15,10,50,10
AlphaInsurance,cot-gpt-5-nano,0.41,0.7,0.52,10,0.17,0.4,0.24,7,50,10
AlphaInsurance,gpt-5-nano,0.78,0.7,0.74,10,0.38,0.3,0.33,8,50,10
AlphaInsurance,cot2-gpt-4-turbo,0.33,0.7,0.45,10,0.11,0.2,0.14,7,50,10
AlphaInsurance,cot2-gpt-3.5-turbo,0.32,0.6,0.41,10,0,0,0,0,50,10
AlphaInsurance,few-gpt-4-turbo,1.0,0.8,0.89,10,0.43,0.3,0.35,9,50,10
AlphaInsurance,few2-gpt-4-turbo,1.0,0.9,0.95,10,0.38,0.3,0.33,8,50,10
GameArea,few-gpt-5-nano,0.6,0.5,0.55,6,0.67,0.29,0.4,7,35,7
GameArea,gpt-5,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,7
GameArea,few2-o3-mini,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,7
GameArea,cot-gpt-3.5-turbo,0.6,0.5,0.55,6,0.4,0.29,0.33,5,35,7
GameArea,cot-gpt-4-turbo,0.5,0.67,0.57,6,0.38,0.43,0.4,6,35,7
GameArea,gpt-4-turbo,0.5,0.5,0.5,6,0.5,0.43,0.46,12,35,7
GameArea,few-gpt-4o,0.5,0.5,0.5,6,0.43,0.43,0.43,8,35,7
GameArea,gpt-4o,0.6,0.5,0.55,6,0.33,0.14,0.2,5,35,7
GameArea,cot2-gpt-4o-mini,0.44,0.67,0.53,6,0.33,0.29,0.31,6,35,7
GameArea,few-gpt-4o-mini,0.44,0.67,0.53,6,0.5,0.29,0.36,7,35,7
GameArea,few2-gpt-4o-mini,0.5,0.5,0.5,6,0.4,0.29,0.33,7,35,7
GameArea,few-o3-mini,0.5,0.5,0.5,6,0.43,0.43,0.43,12,35,7
GameArea,claude-sonnet-4-5-20250929,0.5,0.5,0.5,6,0.43,0.43,0.43,8,35,7
GameArea,cot-gpt-4o,0.57,0.67,0.62,6,0.38,0.43,0.4,7,35,7
GameArea,few2-gpt-5-nano,0.5,0.5,0.5,6,0.5,0.14,0.22,5,35,7
GameArea,few2-gpt-4o,0.5,0.5,0.5,6,0.33,0.14,0.2,5,35,7
GameArea,gpt-3.5-turbo,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,7
GameArea,few2-gpt-3.5-turbo,0.5,0.5,0.5,6,0.4,0.29,0.33,6,35,7
GameArea,gpt-4o-mini,0.67,0.67,0.67,6,0.4,0.29,0.33,6,35,7
GameArea,cot2-gpt-4o,0.5,0.67,0.57,6,0.5,0.29,0.36,7,35,7
GameArea,cot2-gpt-5-nano,0.6,0.5,0.55,6,0.4,0.29,0.33,9,35,7
GameArea,claude-3-7-sonnet-20250219,0.6,0.5,0.55,6,0.43,0.43,0.43,12,35,7
GameArea,o3-mini,0.43,0.5,0.46,6,0.33,0.29,0.31,10,35,7
GameArea,cot-gpt-4o-mini,0.57,0.67,0.62,6,0.38,0.43,0.4,7,35,7
GameArea,cot-o3-mini,0.5,0.5,0.5,6,0.5,0.29,0.36,7,35,7
GameArea,few-gpt-3.5-turbo,0.5,0.67,0.57,6,0.29,0.29,0.29,6,35,7
GameArea,cot2-o3-mini,0.5,0.5,0.5,6,0.5,0.29,0.36,7,35,7
GameArea,cot-gpt-5-nano,0.5,0.33,0.4,6,0.5,0.29,0.36,3,35,7
GameArea,gpt-5-nano,0.5,0.5,0.5,6,0.5,0.14,0.22,5,35,7
GameArea,cot2-gpt-4-turbo,0.5,0.67,0.57,6,0.38,0.43,0.4,7,35,7
GameArea,cot2-gpt-3.5-turbo,0.6,0.5,0.55,6,0.5,0.29,0.36,5,35,7
GameArea,few-gpt-4-turbo,0.43,0.5,0.46,6,0.6,0.43,0.5,8,35,7
GameArea,few2-gpt-4-turbo,0.5,0.5,0.5,6,0.5,0.29,0.36,7,35,7
ClothingCompany,few-gpt-5-nano,0.67,0.6,0.63,10,0.45,1.0,0.62,12,25,5
ClothingCompany,gpt-5,0.86,0.6,0.71,10,0.44,0.8,0.57,11,25,5
ClothingCompany,few2-o3-mini,0.71,0.5,0.59,10,0.56,1.0,0.71,10,25,5
ClothingCompany,cot-gpt-3.5-turbo,0.56,0.5,0.53,10,0.25,0.6,0.35,7,25,5
ClothingCompany,cot-gpt-4-turbo,0.71,0.5,0.59,10,0.57,0.8,0.67,9,25,5
ClothingCompany,gpt-4-turbo,1.0,0.5,0.67,10,0.5,0.8,0.62,9,25,5
ClothingCompany,few-gpt-4o,0.71,0.5,0.59,10,0.5,0.8,0.62,9,25,5
ClothingCompany,gpt-4o,0.75,0.6,0.67,10,0.4,0.8,0.53,8,25,5
ClothingCompany,cot2-gpt-4o-mini,0.32,0.6,0.41,10,0.25,0.6,0.35,7,25,5
ClothingCompany,few-gpt-4o-mini,0.83,0.5,0.62,10,0.6,0.6,0.6,8,25,5
ClothingCompany,few2-gpt-4o-mini,0.71,0.5,0.59,10,0.5,0.6,0.55,6,25,5
ClothingCompany,few-o3-mini,1.0,0.6,0.75,10,0.43,0.6,0.5,7,25,5
ClothingCompany,claude-sonnet-4-5-20250929,0.83,0.5,0.62,10,0.57,0.8,0.67,10,25,5
ClothingCompany,cot-gpt-4o,0.71,0.5,0.59,10,0.4,0.8,0.53,10,25,5
ClothingCompany,few2-gpt-5-nano,0.56,0.5,0.53,10,0.36,0.8,0.5,9,25,5
ClothingCompany,few2-gpt-4o,1.0,0.6,0.75,10,0.67,0.8,0.73,8,25,5
ClothingCompany,gpt-3.5-turbo,0.75,0.6,0.67,10,0.33,0.6,0.43,8,25,5
ClothingCompany,few2-gpt-3.5-turbo,0.86,0.6,0.71,10,0.29,0.4,0.33,5,25,5
ClothingCompany,gpt-4o-mini,0.71,0.5,0.59,10,0.43,0.6,0.5,7,25,5
ClothingCompany,cot2-gpt-4o,0.86,0.6,0.71,10,0.5,0.6,0.55,5,25,5
ClothingCompany,cot2-gpt-5-nano,0.56,0.5,0.53,10,0.36,0.8,0.5,9,25,5
ClothingCompany,claude-3-7-sonnet-20250219,1.0,0.6,0.75,10,0.57,0.8,0.67,10,25,5
ClothingCompany,o3-mini,0.83,0.5,0.62,10,0.5,0.6,0.55,4,25,5
ClothingCompany,cot-gpt-4o-mini,0.71,0.5,0.59,10,0.43,0.6,0.5,7,25,5
ClothingCompany,cot-o3-mini,1.0,0.6,0.75,10,0.57,0.8,0.67,5,25,5
ClothingCompany,few-gpt-3.5-turbo,0.67,0.6,0.63,10,0.3,0.6,0.4,6,25,5
ClothingCompany,cot2-o3-mini,1.0,0.6,0.75,10,0.57,0.8,0.67,10,25,5
ClothingCompany,cot-gpt-5-nano,0.6,0.6,0.6,10,0.31,0.8,0.44,8,25,5
ClothingCompany,gpt-5-nano,0.56,0.5,0.53,10,0.4,0.8,0.53,6,25,5
ClothingCompany,cot2-gpt-4-turbo,0.83,0.5,0.62,10,0.57,0.8,0.67,8,25,5
ClothingCompany,cot2-gpt-3.5-turbo,0.43,0.6,0.5,10,0.27,0.6,0.37,5,25,5
ClothingCompany,few-gpt-4-turbo,0.71,0.5,0.59,10,0.43,0.6,0.5,7,25,5
ClothingCompany,few2-gpt-4-turbo,1.0,0.5,0.67,10,0.6,0.6,0.6,7,25,5
Sober,few-gpt-5-nano,0.5,0.3,0.37,10,0,0,0,0,40,8
Sober,gpt-5,0.43,0.3,0.35,10,0,0,0,0,40,8
Sober,few2-o3-mini,0.67,0.4,0.5,10,0.33,0.25,0.29,2,40,8
Sober,cot-gpt-3.5-turbo,0.25,0.2,0.22,10,0,0,0,0,40,8
Sober,cot-gpt-4-turbo,0.43,0.3,0.35,10,0,0,0,0,40,8
Sober,gpt-4-turbo,0.25,0.2,0.22,10,0,0,0,0,40,8
Sober,few-gpt-4o,0.4,0.4,0.4,10,0.18,0.25,0.21,4,40,8
Sober,gpt-4o,0.5,0.4,0.44,10,0,0,0,0,40,8
Sober,cot2-gpt-4o-mini,0.21,0.4,0.28,10,0.05,0.12,0.07,2,40,8
Sober,few-gpt-4o-mini,0.12,0.1,0.11,10,0,0,0,0,40,8
Sober,few2-gpt-4o-mini,0.25,0.2,0.22,10,0,0,0,0,40,8
Sober,few-o3-mini,0.29,0.2,0.24,10,0,0,0,0,40,8
Sober,claude-sonnet-4-5-20250929,0.71,0.5,0.59,10,0.25,0.25,0.25,4,40,8
Sober,cot-gpt-4o,0.44,0.4,0.42,10,0,0,0,0,40,8
Sober,few2-gpt-5-nano,0.2,0.1,0.13,10,0,0,0,0,40,8
Sober,few2-gpt-4o,0.5,0.3,0.37,10,0,0,0,0,40,8
Sober,gpt-3.5-turbo,0.43,0.3,0.35,10,0,0,0,0,40,8
Sober,few2-gpt-3.5-turbo,0.12,0.1,0.11,10,0,0,0,0,40,8
Sober,gpt-4o-mini,0.5,0.3,0.37,10,0,0,0,0,40,8
Sober,cot2-gpt-4o,0.4,0.4,0.4,10,0,0,0,0,40,8
Sober,cot2-gpt-5-nano,0.2,0.2,0.2,10,0,0,0,0,40,8
